Config,hit@10_triples,hit@10_entities,map@10_triples,map@10_entities,mrr@10_triples,mrr@10_entities,precision@10_triples,precision@10_entities,precision_triples,precision_entities,recall@10_triples,recall@10_entities,recall_triples,recall_entities,f1@10_triples,f1@10_entities,f1_triples,f1_entities,exact_match@10_triples,exact_match@10_entities,exact_match_triples,exact_match_entities
d1846311350bab5b9cf21d76f89d25c1,0.200 ± 0.281,0.182 ± 0.268,0.150 ± 0.211,0.149 ± 0.232,0.400 ± 0.516,0.400 ± 0.516,0.086 ± 0.111,0.115 ± 0.150,0.063 ± 0.085,0.090 ± 0.122,0.200 ± 0.282,0.236 ± 0.323,0.200 ± 0.282,0.236 ± 0.323,0.118 ± 0.154,0.154 ± 0.203,0.096 ± 0.131,0.130 ± 0.177,0.080 ± 0.103,0.116 ± 0.151,0.058 ± 0.079,0.090 ± 0.122
